content,productColor,productSize,referenceName
这内衣很好，胸有点小，可是这胸罩对我说太好，里面满满的，内裤穿着特别舒服 棒哦,肤色,34B/75B,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
很满意，试穿后感觉很好，没钢圈也很聚拢，质量很好，还很便宜，物美价廉，十分满意,肤色,34B/75B,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
宝贝收到了，评价晚了几天，内衣很好，我洗了穿几天才追加评价，布料，做工都很精细，穿的舒服，价格实惠，此款内衣是不错的选择，一定是五星了,肤色,80C/36C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
前后十几天总算收到了，宝贝与商家描述的一样，颜色，质量，做工都行，试了一下码子也合适，夏天穿可能有点热，还好，天气马上就转凉了，正好！建议商家以后能标出是薄款还是厚款，方便顾客选择！还是给个好评吧！,蓝灰,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
聚拢效果好 形状正外形也美 近期收到的比较好的内衣就是这件四排扣的内衣啦，还可以起到收副乳的作用的，透气性强，肩带并不会往下掉，以前买的内衣有空杯现象，现在买的这家的穿起来很好，不会空杯无论质量或款式，颜色，都是我喜欢的，和我想像中的一样，穿着舒适、挺，塑性效果很好，穿着特别好看，很诱惑，这款的内衣材质手感柔滑，哈哈，我是挺满意的,蓝灰,75B/34B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
给老婆买的，收到衣服打开看很好，以后还在京东买东西。,肤色,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
刚来到还没试穿呢！看着是合适感觉是不错。,蓝灰,80C/36C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
内衣已经收到，物流很快，看着还不错，,虾粉色,75A/34A,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
不错哦，颜色很正，还送了加长扣想得很周到，无痕舒适没有束缚感，已经下水洗了 目前没有发现变型迹象，超赞,肤色,34B/75B,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
内衣穿着很舒适，柔软又轻薄 聚拢侧收效果很好哦 胸型很完美 穿衣很好看 材质做工很精细 非常满意·无钢圈穿着舒适，聚拢效果也是棒棒哒。很满意的一次购物，真心喜欢。,肤色,34B/75B,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
不错吧，希望很好！,虾粉色,75A/34A,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
老客户了，买过好几次。感觉很不错，穿上很舒服，合身，不紧绷。就爱无钢圈，祝愿店家生意长虹?！,肤色+黑色 文胸优惠组合,34B/75B 上薄下厚款,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
就买平时穿的码。很合身，很舒服。有人说嘞肩，我觉得一点都不会啊，准备再入手一件,肤色,34B/75B,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
宝贝收到了，内衣很好，特意穿了几天才来评价，穿的很舒服，布料做工都很好，价钱不贵，真的是物美价廉，美女们是内衣的道选，给五星了,肤色,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
618中午下的单，到了第二天中午也收到了，速度很快，物流很给力，商品的包装很满意！给老婆买的，老婆看到后很喜欢！虽然这个牌子是第一次购买，不过看上去应该是很好的那种,蓝灰,75B/34B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
已经是第二次买了真的很好穿物流也很快昨天买的今天就收到了,黑色,85B/38B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
很美观，穿起来有形，值得买价格实惠！,肤色,85A/38A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
此用户未填写评价内容,黑色,75A/34A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
很不错的一款内衣，精美舒适,肤色,85C/38C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
1、手感舒服，关键是透气。2、里衬光滑，手感细腻柔软，试戴了一下，非常的亲肤，感觉很舒服。3、肩带加宽了，戴上不会有束缚感。4、深V设计，能很好地聚拢美胸，让胸看起了很挺。 建议：内包装改进，收到的时候，打开外包装，文胸已经没型了。,蓝灰,75B/34B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
衣服收到了，有点小失望，没我以前买的好，窝子小了点,蓝灰,85C/38C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
东西收到以后马上查看，发现与图片描述一致，超级喜欢，卖家发货 速度很快 ，，服务也很到位，给老板点个赞，下次还会来购买.........,黑色,75A/34A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
还可以，搞活动买的，两件还打折，便宜。。。。,蓝灰,75B/34B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
还可以，搞活动买的，两件还打折，便宜。。。。,黑色,75B/34B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
还好吧！质量不错，值这个价钱，下次还会光顾,肤色,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
这是我在京东最不愉快最差的一次购物，前前后后等了两周？？货还没到，第一发错货，我选择换货，居然又让我等了五天左右，结果换的货还没发出来？难道不应该在我退换货同时选择给我把换的货发过来，而是等了四天还没发货？到现在！！！货还没到！！！真的差评！客服给的回复非常非常官方！没有解决实质性问题，答非所问，反正！我是差评！真的差，货没有收到！,肤色+银灰色 文胸优惠组合,32A/70A 上薄下厚款,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
我付的是2套的价钱，请问内裤呢？发货的不识字吗？套装，套装，差评差评，一星都不应该给。,肤色+银灰色 文胸套装优惠组合,36B/80B 上薄下厚款,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
打开柜子看到包装是破的，再仔细一看，很明显是被拆开了，失望，差评！！！,肤色+黑色 文胸套装优惠组合,36C/80C 薄款,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
物流很快，胸罩大小合身就是有点厚，天热没身过几天在评,肤色,85A/38A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
宝贝收到了，质量很好，颜色好，价钱便宜，物有所值。试过了，感觉很舒服，这是我最满意的一次够物，准备在买一件,蓝灰,85B/38B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
试穿了一下，很漂亮 特别好信赖都市丽人，，，,黑色,75B/34,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
不错，挺薄款式图不错,肤色,85C/38,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
很多东西都没有配送，还让我评价！差评,肤色,38B/85B,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
不错,肤色,34B/75B,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
产品性价比高，快递给力！,肤色,70C/32C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
快递很快，买回来就试穿了，面料很舒服，大小也是正好，非常满意的一次购物，还会继续回购的，非常好???????????,蓝灰,75C/34C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
是我想要的薄款，适合夏天穿。,紫灰,80B/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
这个很聚拢就是有一点紧  味道很大 快递也不是京东快递 包装也很简陋了 不如上一年买的那个好 尤其是那个秋衣秋裤 真的是差劲,黑色,70B/32,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
质量很好，还可以,肤色,80A/36A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
不错的购物！！！买到就是赚到了！合身，舒服感觉不错！！！,肤色,85B/38B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
到手后很满意，物流也快，买之前和卖家沟通过，卖家服务态度忒好，赞一个,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
之前买了一件，穿着很舒服，不走位。这次我一下买了4件，这么便宜能买到这内衣，很划算。现在又涨价了，幸亏我买了好几件。,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
已经介绍给同事了，质量不用多疑值得推荐不用多说啥子嘞,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
宝贝收到 ，很满意，下次还会再来，祝卖家大卖,黑色,75B/34B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
东西收到了，之前买过一次，觉得还可以，所以再购买第二次，但感觉这次的质量好像没有上次那么好似的，感觉之前购买的质量牢固一点，这次的质量有一点刨，这次物流很快是真的。,肤色,80C/36C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
宝贝很漂亮，质量很好，喜欢，包装也很好,蓝灰,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
料子很滑，适合夏天穿，比较舒服的,紫灰,85C/38,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
很薄  喜欢了 穿起来舒服  出去玩了  晚了才拿到  国庆都挺快的,肤色,80B/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
挺好的，便宜，搞活动买的，穿的特别舒服。推荐购买，推荐购买，推荐购买。,黑色,75B/34,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
杯是薄的，很透气，还可以,紫灰,80C/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
杯是薄的，很透气，还可以,黑色,80C/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
内衣还不错就是买小一码了，快递很给力,黑色,70B/32B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
宝贝刚刚收到  打开看看还可以  摸起来手感很好  物流也很快 穿穿看 要是舒服的话以后再来光顾,蓝灰,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
物美价廉！贴身舒适！持续关注中！！！,肤色,85C/38C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
没想到这款文胸如此精致，面料、做工、款型都无可挑剔，卖家服务热情、周到，很耐心、很热心的回答我的问题，就冲着这些下次还会再光顾的，已介绍给同事和朋友了。全5分好评，祝店铺生意兴隆！。,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
包装很大气，有盒子也有袋子装，不比店里的差，而且那个肩带很宽非常喜欢,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
衣衣和图片一样，高端大气，试穿了很舒服，聚拢效果挺好的，穿起来感觉挺一点哦，总之很喜欢了，还打算入手两件，呵呵。,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
买了两件颜色好看，穿起来有形。,蓝灰,85A/38A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
第一次买这款内衣，材料柔软舒适！不错，就是偏贵了点?,蓝灰,70A/32A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
"跟我在外面买的一样，但是价格真的可以
下次还会购买",蓝灰,75A/34A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
这个内衣是真的薄款。,紫灰,75B/34,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
邻居们，谁家有一老一少喝点酒啊？家里安装，保证按时归还，邻居们，谁家有电钻啊？家里安装鞋柜打个空，保证按时归还，谢谢！,宝蓝,75C/34,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
内衣很不错，适合夏天穿,肤色,70B/32,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
这个价位质量还是可以的，比较做活动的时候买的，一直穿的都是都市丽人的,银灰,80B/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
很好，物流很快，信赖京东,银灰,80B/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
质量很好，买给女儿穿的，很好穿,黑色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
质量很好，买给女儿穿的，很好穿,肤色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
很合身，穿着很舒服，给好评！,黑色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
还不错吧，反正已经买了好几次了，不过尺码好像有点不太合适，不知道是不是款式不同，尺码也有点出入,黑色,75C/34C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
还不错吧，一直都是买馨雅丽的,蓝灰,75B/34B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
这款内衣太好了，效果好，以后还会光顾！希望老板不要驕傲，用心做产品！,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
里面的垫子不是很好自己更换了,肤色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
质量还可以以，不过还没穿。习惯好评。,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
质量还可以，比地摊上强多了,黑色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
挺好的，挺便宜的，穿着很舒服，推荐购买，推荐购买，推荐购买。。。。,黑色,70B/32,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
29号买的，有券很优惠，质量也可以，舒服，是正品,黑色,80B/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
衣服挺好的，好满意。,黑色,80B/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
收到一段时间才来评论，物流很快，服务很好，,白色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
穿着很舒服，比正常的内衣舒服多了，也很贴身，打算再买一件,白色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
很好，我100斤不到，穿最大号合适。,白色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
货收到了，胸罩还可以，很软和，手感不错，穿上身效果好舒服，值得够买&hellip;&hellip;,肤色,34/75B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
物流很快，质量不错哦，值得购买,浅紫色,32/70B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
挺好的！一次买3件，穿后再做评价,蓝灰,80C/36C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
还可以吧，试试看，如果好就再买。质地比较柔软，材料很舒服，没有钢圈，大小合适，肩带很宽，颜色也是我喜欢的。谢谢店家。,肤色,80C/36C,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
物流配送很快，第二天就收到了。赞,蓝灰,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
质量太棒了，非常漂亮，穿着非常的舒服，运动起来也没有上移。聚拢，也没有紧绷感，这次购物非常成功！还会继续关顾！。,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
宝贝收到了，非常满意的一次网购，包装安全，不会出现物流挤压变形情况，尺寸大小很标准，质量很好。好评支持店家！。,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
正合适。换的勤，回来发现质量还挺不错的，觉得买少了，下次再给多买两件,黑色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
赶上特价，物超所值,升级款【粉色】薄,75B/34B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
宝贝收到了，试穿舒服，还送了裤裤。之前还一直担心不合穿呢，没有钢圈穿出来一样塑型，以后就来你家买了。物流能换一家吗？真的很慢,拉丝款【黑色】厚,80B/36B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
质量真的挺好的，手感很舒服，喜欢，价格也合适。,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
还不错的样子，是棉的，穿着很舒服，很喜欢给个好评先。,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
第二次买了，真的不错，穿上以后感觉很舒适，好评。,黑色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
质量一般，给老妈买的，也不知道合不合适,肤色,90D/40,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
3.8活动买的，质量很好喜欢。,紫灰,70B/32,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
大小合适穿起来很舒服，质量比我之前买的其他牌子的要好很多，不错不错,黑色,80C/36,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
不错，价格实惠，穿着也舒服！,白色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
质量很好，感觉还是很舒服的，物流很快，态度还可以。,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
穿着很舒服，面料手感好，便宜好用,黑色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
挺好的穿的，物流快，祝老板生意兴隆,肤色,36/80B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
感觉还可以，第一次在网上买这个,浅紫色,34/75B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
物流快，发货快，老客户了，大品牌，车工好，设计新颖，材质柔软贴身，十分赞！,肤色,36/80B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
特别好，是正品，拆开马上试了一下很聚拢！很有型！特别舒服，本来以为就一件内衣，打开一看还有内裤，很开心的一次购物，京东值得信赖,拉丝款【粉色】厚,85B/38B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
还没有试穿，感觉很满意，下次还会再光顾,蕾丝款【浅紫】薄,85B/38B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
已经穿了！穿着挺舒服的！还可以吧！,蕾丝款【粉色】薄,75C/34C,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
第一次购买，看着还不错，希望穿着舒服。,白色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
很好，很实用，已经第二次购买了,白色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
价格便宜，快递速度快，质量好,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
价格比较实惠，穿起来非常舒适，物流非常快，一次不错的网购,肤色,34B=75B,黛天丽 无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣本命年女胸罩 粉色 38C=85C
还可以吧，够薄，夏天穿都不会饿，这个颜色不会掉色，还送的加长扣,肤色,34B=75B,黛天丽 无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣本命年女胸罩 粉色 38C=85C
物流挺快的！收到货后试了一下很舒服贴合度很好，经济实惠物美价廉！,肤色,34B=75B,黛天丽 无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣本命年女胸罩 粉色 38C=85C
运动背心我的最爱，弹性很大，不错，穿 后再来评价,白色,M,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
内衣挺好，颜色没有一点色差，也没什么异味，款式好看面料舒适，穿起来非常好看，而且聚拢效果很好,肤色,34/75B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
穿着还行，就是背带不结实，穿两天开了，退换货麻烦，自己拿手针缝上了，，，，，，，，，，，，，,大红色,34/75B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
还不错,浅紫色,38/85B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
带了很舒服，，制量很好,拉丝肤色,85A,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
看着质量还可以，挺不错的,银灰色,38B=85B,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
商品已收到，质量很好 ，大小合适，颜色好看，值得购买。,肤色上薄下厚,34/75,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
感觉很好，所以买了两件，真的挺值得,拉丝款【深紫】厚,80B/36B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
面料一般，不知道会不会不透气，但是效果很好，托的胸形很好看，果然向@大了，别人都夸又饱满又挺，所以我又回购了。,蕾丝款【粉色】薄,80C/36C,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
超级舒服。意外惊喜了。价格实惠！！！！！！会回购的！！,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
布料不错，物流很快。非常满意。,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
穿着舒服是纯棉的，会再买。,白色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
穿着还行，发货快，服务好,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
大家可以放心购买！搞活动买的，比实体便宜多了 卖家的服务态度很好发货速度也很快,浅紫,34B=75B,黛天丽 无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣本命年女胸罩 粉色 38C=85C
质量非常好，和我买的金薇的*一样，一百再来，宝宝们赶快行动吧,黑色,36B=80B,黛天丽 无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣本命年女胸罩 粉色 38C=85C
这款内衣质量很好，穿起来效果真的很不错哟！买值了！你值得拥有！,肤色,34C=75C,黛天丽 无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣本命年女胸罩 粉色 38C=85C
感觉还不错，用着挺好的，棒棒哒，，感觉用得挺值的，物美价廉吧。总体还算不错哟。,红色（无钢圈）,75A/34,都市丽人内衣女光面无痕无钢圈女式时尚青年优雅胸罩中模杯纯色性感舒适柔滑聚拢女士文胸2B7522 红色 85C/38
